Link;Name;Price ($);Mileage (miles);VIN_n
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=619462229&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=100&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D100&clickType=listing;Used 2016 Nissan Altima 3.5 SL;17,844;85,459;1N4BL3AP7GC157407
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=638548148&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=100&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D100&clickType=listing;Used 2015 Nissan Altima 3.5 SL;14,285;119,186;1N4BL3AP6FC114014
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=630307013&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=100&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D100&clickType=listing;Used 2016 Nissan Altima 3.5 SL;15,390;105,545;1N4BL3AP8GC159408
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=636775586&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=100&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D100&clickType=listing;Used 2016 Nissan Altima 3.5 SL;18,519;79,876;1N4BL3AP2GC133340
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=639426145&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=100&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D100&clickType=listing;Used 2016 Nissan Altima 3.5 SL;N/A;90,208;1N4BL3AP1GC122054
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=637745562&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=100&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D100&clickType=listing;Used 2016 Nissan Altima 3.5 SL;19,995;110,118;1N4BL3AP1GC156236
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=639176916&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=100&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D100&clickType=listing;Used 2015 Nissan Altima 3.5 SL;17,991;100,067;1N4BL3APXFC156296
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=634942196&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=100&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D100&clickType=listing;Used 2014 Nissan Altima 3.5 SL w/ Technology Package;17,000;82,094;1N4BL3AP5EN260102
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=633950407&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D100&clickType=spotlight;Used 2016 Nissan Altima 3.5 SL w/ 3.5 Technology Package;19,685;40,674;1N4BL3APXGC196864
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=636727492&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=100&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D100&clickType=listing;Used 2015 Nissan Altima 3.5 SL;17,000;80,927;1N4BL3AP5FC159753
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=637381763&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=100&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D100&clickType=listing;Used 2014 Nissan Altima 3.5 SL w/ Technology Package;14,695;104,798;1N4BL3AP3EC328022
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=638567289&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=100&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D100&clickType=listing;Used 2017 Nissan Altima 3.5 SL;18,600;107,320;1N4BL3AP9HC123776
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=628990066&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=100&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D100&clickType=listing;Used 2017 Nissan Altima 3.5 SL;19,981;77,250;1N4BL3AP0HC158982
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570376809&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=100&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D100&clickType=listing;Used 2017 Nissan Altima 3.5 SL w/ 3.5SL Technology Package;19,995;39,091;1N4BL3AP6HC181974
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=633398149&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=125&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D125&clickType=spotlight;Used 2014 Nissan Altima 3.5 SL w/ Technology Package;18,999;41,741;1N4BL3AP0EC316149
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=636185692&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=125&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D125&clickType=spotlight;Certified 2016 Nissan Altima 3.5 SL w/ 3.5 Technology Package;19,352;53,210;1N4BL3AP2GC202057
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=638480991&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=125&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D125&clickType=listing;Used 2013 Nissan Altima 3.5 SL w/ Technology Pkg;17,995;54,889;1N4BL3AP7DN464298
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=638306081&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=125&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D125&clickType=listing;Used 2013 Nissan Altima 3.5 SL;15,642;74,683;1N4BL3AP3DC112153
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=637623138&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=125&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D125&clickType=listing;Used 2018 Nissan Altima 3.5 SL;24,170;47,906;1N4BL3AP1JC200159
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=636971702&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=125&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D125&clickType=spotlight;Used 2013 Nissan Altima 3.5 SL;17,548;46,155;1N4BL3AP1DC194318
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=628051328&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=125&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D125&clickType=listing;Used 2016 Nissan Altima 3.5 SL;15,964;97,690;1N4BL3AP4GC126163
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=637470864&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=125&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D125&clickType=listing;Used 2014 Nissan Altima 3.5 SL w/ Technology Package;13,987;113,712;1N4BL3AP4EC291658
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=638656509&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=125&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D125&clickType=listing;Used 2016 Nissan Altima 3.5 SL;18,295;99,530;1N4BL3AP9GC111691
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=639262077&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=125&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D125&clickType=listing;Used 2017 Nissan Altima 3.5 SL;17,895;95,346;1N4BL3AP2HC177517
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=636542360&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=125&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D125&clickType=listing;Used 2017 Nissan Altima 3.5 SL w/ 3.5SL Technology Package;23,999;21,922;1N4BL3AP1HC179873
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=637513330&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=125&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D125&clickType=listing;Used 2016 Nissan Altima 3.5 SL;19,950;72,158;1N4BL3AP3GC171546
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=639249758&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=125&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D125&clickType=listing;Used 2017 Nissan Altima 3.5 SL w/ 3.5 Technology Package;18,877;61,867;1N4BL3AP9HC284208
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=639220589&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=125&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D125&clickType=listing;Used 2016 Nissan Altima 3.5 SL;19,000;78,086;1N4BL3APXGC115720
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=627920515&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=125&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D125&clickType=listing;Used 2015 Nissan Altima 3.5 SL;16,895;82,947;1N4BL3AP9FC199155
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=639058623&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=125&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D125&clickType=listing;Used 2013 Nissan Altima 3.5 SL w/ Technology Pkg;13,300;91,090;1N4BL3AP5DC240748
